# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "30" "-t" "CDS" "-g" "transcript_id" "-s" "0" "-p" "-M" "-a" "./trinity_out_dir.Trinity.fasta.transdecoder.gtf" "-o" "NwOut-fc.txt" "SRR9602334UnmappedAligned.sortedByCoord.out.bam" "SRR9602335UnmappedAligned.sortedByCoord.out.bam" "SRR9602336UnmappedAligned.sortedByCoord.out.bam" "SRR9602337UnmappedAligned.sortedByCoord.out.bam" "SRR9602338UnmappedAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9602334UnmappedAligned.sortedByCoord.out.bam	SRR9602335UnmappedAligned.sortedByCoord.out.bam	SRR9602336UnmappedAligned.sortedByCoord.out.bam	SRR9602337UnmappedAligned.sortedByCoord.out.bam	SRR9602338UnmappedAligned.sortedByCoord.out.bam
TRINITY_DN45865_c0_g1_i1.p1	TRINITY_DN45865_c0_g1_i1	3	251	+	249	0	0	0	1	0
TRINITY_DN45868_c0_g1_i1.p3	TRINITY_DN45868_c0_g1_i1	2	304	-	303	1	0	0	1	0
TRINITY_DN45874_c0_g1_i1.p2	TRINITY_DN45874_c0_g1_i1	3	383	+	381	3	0	0	0	0
TRINITY_DN45877_c0_g1_i1.p1	TRINITY_DN45877_c0_g1_i1	106	318	-	213	0	0	0	0	4
TRINITY_DN45880_c0_g1_i1.p1	TRINITY_DN45880_c0_g1_i1	1	213	+	213	0	0	0	0	0
TRINITY_DN45881_c0_g1_i1.p1	TRINITY_DN45881_c0_g1_i1	2	277	+	276	0	0	0	0	1
TRINITY_DN45886_c0_g1_i1.p2	TRINITY_DN45886_c0_g1_i1	1	213	-	213	6	0	0	0	0
TRINITY_DN45892_c0_g1_i1.p1	TRINITY_DN45892_c0_g1_i1	2	226	+	225	2	0	0	0	0
TRINITY_DN45893_c0_g1_i1.p1	TRINITY_DN45893_c0_g1_i1	2	340	+	339	3	0	0	0	0
TRINITY_DN45899_c0_g1_i1.p1	TRINITY_DN45899_c0_g1_i1	3	215	-	213	2	0	0	0	0
TRINITY_DN45909_c0_g1_i1.p1	TRINITY_DN45909_c0_g1_i1	3	236	-	234	2	0	0	0	0
TRINITY_DN45917_c0_g1_i1.p3	TRINITY_DN45917_c0_g1_i1	3	221	+	219	4	0	0	0	0
TRINITY_DN45922_c0_g1_i1.p2	TRINITY_DN45922_c0_g1_i1	75	260	-	186	0	0	0	0	0
TRINITY_DN45926_c0_g1_i1.p3	TRINITY_DN45926_c0_g1_i1	3	203	+	201	0	0	2	0	0
TRINITY_DN45945_c0_g1_i1.p1	TRINITY_DN45945_c0_g1_i1	1	294	-	294	2	0	0	0	0
TRINITY_DN45946_c0_g1_i1.p4	TRINITY_DN45946_c0_g1_i1	1	219	+	219	0	0	0	0	0
TRINITY_DN45947_c0_g1_i1.p2	TRINITY_DN45947_c0_g1_i1	1	258	+	258	1	1	0	0	0
TRINITY_DN45956_c0_g1_i1.p1	TRINITY_DN45956_c0_g1_i1	1	330	-	330	0	0	0	0	0
TRINITY_DN45957_c0_g1_i1.p2	TRINITY_DN45957_c0_g1_i1	2	205	+	204	0	1	0	0	0
TRINITY_DN45961_c0_g1_i1.p4	TRINITY_DN45961_c0_g1_i1	2	403	-	402	0	0	0	0	2
TRINITY_DN45964_c0_g1_i1.p4	TRINITY_DN45964_c0_g1_i1	1	306	-	306	1	0	1	0	0
TRINITY_DN45974_c0_g1_i1.p2	TRINITY_DN45974_c0_g1_i1	3	371	-	369	0	0	0	1	0
TRINITY_DN45975_c0_g1_i1.p3	TRINITY_DN45975_c0_g1_i1	2	214	-	213	2	0	0	0	0
TRINITY_DN45979_c0_g1_i1.p5	TRINITY_DN45979_c0_g1_i1	1	207	-	207	0	0	0	0	0
TRINITY_DN45998_c0_g1_i1.p3	TRINITY_DN45998_c0_g1_i1	1	249	-	249	2	0	0	0	0
TRINITY_DN45_c3_g1_i8.p1	TRINITY_DN45_c3_g1_i8	10	228	-	219	0	1	1	0	0
TRINITY_DN46000_c0_g1_i1.p2	TRINITY_DN46000_c0_g1_i1	2	226	+	225	3	0	0	0	0
TRINITY_DN46005_c0_g1_i1.p1	TRINITY_DN46005_c0_g1_i1	1	261	-	261	1	0	1	1	0
TRINITY_DN4601_c0_g1_i1.p2	TRINITY_DN4601_c0_g1_i1	3	839	-	837	13	0	0	0	0
TRINITY_DN4601_c0_g1_i2.p3	TRINITY_DN4601_c0_g1_i2	3	224	-	222	3	0	0	0	0
TRINITY_DN46027_c0_g1_i1.p2	TRINITY_DN46027_c0_g1_i1	2	208	+	207	0	2	0	0	0
TRINITY_DN4602_c0_g1_i1.p1	TRINITY_DN4602_c0_g1_i1	1	273	+	273	3	0	0	3	0
TRINITY_DN46037_c0_g1_i1.p1	TRINITY_DN46037_c0_g1_i1	3	209	-	207	2	0	0	0	0
TRINITY_DN4603_c0_g1_i1.p3	TRINITY_DN4603_c0_g1_i1	219	497	-	279	2	0	0	0	4
TRINITY_DN46041_c0_g1_i1.p2	TRINITY_DN46041_c0_g1_i1	2	223	+	222	3	0	0	0	0
TRINITY_DN46045_c0_g1_i1.p1	TRINITY_DN46045_c0_g1_i1	2	220	-	219	2	0	0	0	0
TRINITY_DN46048_c0_g1_i1.p2	TRINITY_DN46048_c0_g1_i1	119	403	-	285	1	0	0	0	0
TRINITY_DN4604_c1_g1_i1.p1	TRINITY_DN4604_c1_g1_i1	2	286	-	285	0	0	1	0	0
TRINITY_DN46056_c0_g1_i1.p1	TRINITY_DN46056_c0_g1_i1	3	290	-	288	1	3	0	0	0
TRINITY_DN46058_c0_g1_i1.p1	TRINITY_DN46058_c0_g1_i1	1	258	+	258	0	0	0	0	0
TRINITY_DN4605_c0_g1_i1.p1	TRINITY_DN4605_c0_g1_i1	203	382	-	180	0	0	0	0	0
TRINITY_DN46064_c0_g1_i1.p1	TRINITY_DN46064_c0_g1_i1	1	255	+	255	0	0	0	1	0
TRINITY_DN46076_c0_g1_i1.p2	TRINITY_DN46076_c0_g1_i1	2	325	+	324	0	0	0	0	1
TRINITY_DN46079_c0_g1_i1.p1	TRINITY_DN46079_c0_g1_i1	2	313	+	312	2	0	0	0	0
TRINITY_DN4608_c0_g1_i1.p2	TRINITY_DN4608_c0_g1_i1	1	600	-	600	4	2	1	0	0
TRINITY_DN46090_c0_g1_i1.p1	TRINITY_DN46090_c0_g1_i1	1	312	+	312	0	0	0	0	0
TRINITY_DN4609_c0_g1_i1.p1	TRINITY_DN4609_c0_g1_i1	1	270	-	270	12	0	0	0	0
TRINITY_DN46100_c0_g1_i1.p4	TRINITY_DN46100_c0_g1_i1	1	183	+	183	0	0	0	0	3
TRINITY_DN46113_c0_g1_i1.p2	TRINITY_DN46113_c0_g1_i1	3	344	+	342	2	0	0	0	0
TRINITY_DN46114_c0_g1_i1.p2	TRINITY_DN46114_c0_g1_i1	2	271	-	270	5	0	0	0	0
TRINITY_DN46115_c0_g1_i1.p3	TRINITY_DN46115_c0_g1_i1	3	254	+	252	0	0	0	2	0
TRINITY_DN4611_c1_g1_i1.p1	TRINITY_DN4611_c1_g1_i1	3	389	-	387	4	0	0	0	1
TRINITY_DN46137_c0_g1_i1.p2	TRINITY_DN46137_c0_g1_i1	1	249	-	249	1	0	0	0	0
TRINITY_DN46138_c0_g1_i1.p3	TRINITY_DN46138_c0_g1_i1	90	287	-	198	0	0	0	0	0
TRINITY_DN46139_c0_g1_i1.p1	TRINITY_DN46139_c0_g1_i1	8	241	-	234	0	0	1	0	0
TRINITY_DN4613_c0_g1_i1.p1	TRINITY_DN4613_c0_g1_i1	1	225	+	225	0	0	0	0	5
TRINITY_DN46142_c0_g1_i1.p2	TRINITY_DN46142_c0_g1_i1	2	220	+	219	0	2	0	0	0
TRINITY_DN46144_c0_g1_i1.p1	TRINITY_DN46144_c0_g1_i1	3	284	+	282	2	0	0	1	0
TRINITY_DN46145_c0_g1_i1.p1	TRINITY_DN46145_c0_g1_i1	1	204	+	204	0	0	0	2	0
TRINITY_DN46152_c0_g1_i1.p2	TRINITY_DN46152_c0_g1_i1	38	250	+	213	0	3	0	0	0
TRINITY_DN46155_c0_g1_i1.p1	TRINITY_DN46155_c0_g1_i1	3	194	+	192	0	0	0	0	1
TRINITY_DN46163_c0_g1_i1.p1	TRINITY_DN46163_c0_g1_i1	2	232	-	231	2	0	0	0	0
TRINITY_DN46167_c0_g1_i1.p2	TRINITY_DN46167_c0_g1_i1	81	371	+	291	0	0	0	2	0
TRINITY_DN46192_c0_g1_i1.p2	TRINITY_DN46192_c0_g1_i1	51	338	-	288	0	0	1	0	0
TRINITY_DN46193_c0_g1_i1.p1	TRINITY_DN46193_c0_g1_i1	93	299	-	207	0	0	0	0	0
TRINITY_DN46219_c0_g1_i1.p1	TRINITY_DN46219_c0_g1_i1	1	249	+	249	0	0	0	2	0
TRINITY_DN46224_c0_g1_i1.p2	TRINITY_DN46224_c0_g1_i1	2	253	-	252	0	0	0	0	5
TRINITY_DN46235_c0_g1_i1.p2	TRINITY_DN46235_c0_g1_i1	1	237	-	237	0	0	0	0	4
TRINITY_DN46239_c0_g1_i1.p1	TRINITY_DN46239_c0_g1_i1	1	219	-	219	0	1	0	0	0
TRINITY_DN46243_c0_g1_i1.p2	TRINITY_DN46243_c0_g1_i1	3	293	+	291	0	0	0	0	1
TRINITY_DN46246_c0_g1_i1.p1	TRINITY_DN46246_c0_g1_i1	290	670	+	381	0	0	0	0	0
TRINITY_DN46246_c0_g1_i1.p5	TRINITY_DN46246_c0_g1_i1	2	190	+	189	4	0	0	0	0
TRINITY_DN46255_c0_g1_i1.p1	TRINITY_DN46255_c0_g1_i1	3	269	+	267	2	0	0	0	0
TRINITY_DN46265_c0_g1_i1.p1	TRINITY_DN46265_c0_g1_i1	1	234	+	234	1	0	0	0	0
TRINITY_DN4626_c0_g1_i1.p1	TRINITY_DN4626_c0_g1_i1	1	618	+	618	0	0	3	0	2
TRINITY_DN4626_c0_g1_i5.p1	TRINITY_DN4626_c0_g1_i5	1	795	+	795	1	2	5	1	7
TRINITY_DN4626_c0_g1_i6.p1	TRINITY_DN4626_c0_g1_i6	133	486	+	354	1	2	3	1	4
TRINITY_DN46273_c0_g1_i1.p2	TRINITY_DN46273_c0_g1_i1	1	243	-	243	0	0	0	0	0
TRINITY_DN46277_c0_g1_i1.p2	TRINITY_DN46277_c0_g1_i1	1	240	-	240	2	0	0	0	0
TRINITY_DN46281_c0_g1_i1.p1	TRINITY_DN46281_c0_g1_i1	3	263	-	261	1	0	0	0	0
TRINITY_DN46291_c0_g1_i1.p1	TRINITY_DN46291_c0_g1_i1	2	253	-	252	0	0	0	1	1
TRINITY_DN46296_c0_g1_i1.p1	TRINITY_DN46296_c0_g1_i1	1	321	-	321	1	0	0	0	0
TRINITY_DN46298_c0_g1_i1.p3	TRINITY_DN46298_c0_g1_i1	17	211	-	195	0	2	0	0	0
TRINITY_DN46299_c0_g1_i1.p1	TRINITY_DN46299_c0_g1_i1	2	397	+	396	3	0	0	0	0
TRINITY_DN462_c1_g1_i1.p3	TRINITY_DN462_c1_g1_i1	1	183	+	183	0	0	1	0	2
TRINITY_DN46304_c0_g1_i1.p2	TRINITY_DN46304_c0_g1_i1	92	535	+	444	3	1	0	0	2
TRINITY_DN4630_c0_g1_i1.p1	TRINITY_DN4630_c0_g1_i1	1	291	+	291	1	0	0	0	0
TRINITY_DN46314_c0_g1_i1.p2	TRINITY_DN46314_c0_g1_i1	2	238	-	237	2	0	0	0	0
TRINITY_DN46326_c0_g1_i1.p1	TRINITY_DN46326_c0_g1_i1	1	192	+	192	0	0	0	0	0
TRINITY_DN4632_c0_g1_i1.p1	TRINITY_DN4632_c0_g1_i1	1	252	+	252	6	0	0	0	0
TRINITY_DN46336_c0_g1_i1.p1	TRINITY_DN46336_c0_g1_i1	3	323	+	321	5	0	0	0	0
TRINITY_DN4633_c0_g1_i1.p1	TRINITY_DN4633_c0_g1_i1	1	342	-	342	10	0	0	0	0
TRINITY_DN46354_c0_g1_i1.p2	TRINITY_DN46354_c0_g1_i1	2	199	+	198	0	3	0	0	0
TRINITY_DN46355_c0_g1_i1.p1	TRINITY_DN46355_c0_g1_i1	1	237	+	237	0	0	1	0	0
TRINITY_DN46360_c0_g1_i1.p1	TRINITY_DN46360_c0_g1_i1	2	202	+	201	0	0	0	0	1
TRINITY_DN46364_c0_g1_i1.p3	TRINITY_DN46364_c0_g1_i1	2	223	+	222	2	0	0	0	0
TRINITY_DN46366_c0_g1_i1.p5	TRINITY_DN46366_c0_g1_i1	1	192	+	192	3	0	0	0	0
TRINITY_DN46367_c0_g1_i1.p1	TRINITY_DN46367_c0_g1_i1	1	360	+	360	2	0	0	0	1
TRINITY_DN46371_c0_g1_i1.p3	TRINITY_DN46371_c0_g1_i1	132	383	+	252	0	1	0	0	0
TRINITY_DN46379_c0_g1_i1.p3	TRINITY_DN46379_c0_g1_i1	1	210	+	210	5	0	0	0	0
TRINITY_DN46382_c0_g1_i1.p2	TRINITY_DN46382_c0_g1_i1	3	224	-	222	0	1	0	0	0
TRINITY_DN46384_c0_g1_i1.p2	TRINITY_DN46384_c0_g1_i1	3	212	+	210	2	0	0	0	0
TRINITY_DN46388_c0_g1_i1.p1	TRINITY_DN46388_c0_g1_i1	2	418	-	417	0	1	1	0	0
TRINITY_DN46392_c0_g1_i1.p3	TRINITY_DN46392_c0_g1_i1	47	247	-	201	0	2	0	0	0
TRINITY_DN46394_c0_g1_i1.p2	TRINITY_DN46394_c0_g1_i1	3	386	+	384	3	1	0	0	0
TRINITY_DN46398_c0_g1_i1.p3	TRINITY_DN46398_c0_g1_i1	2	367	-	366	4	0	0	0	0
TRINITY_DN4639_c0_g1_i1.p1	TRINITY_DN4639_c0_g1_i1	3	626	+	624	7	0	0	0	0
TRINITY_DN4639_c0_g2_i1.p1	TRINITY_DN4639_c0_g2_i1	1	357	+	357	0	0	1	2	0
TRINITY_DN4641_c0_g1_i1.p1	TRINITY_DN4641_c0_g1_i1	38	862	+	825	10	4	4	0	1
TRINITY_DN46426_c0_g1_i1.p3	TRINITY_DN46426_c0_g1_i1	186	428	-	243	0	1	0	0	0
TRINITY_DN46427_c0_g1_i1.p1	TRINITY_DN46427_c0_g1_i1	44	241	-	198	0	0	2	0	0
TRINITY_DN46457_c0_g1_i1.p4	TRINITY_DN46457_c0_g1_i1	3	203	-	201	2	0	0	0	0
TRINITY_DN46461_c0_g1_i1.p3	TRINITY_DN46461_c0_g1_i1	2	208	+	207	2	0	0	0	0
TRINITY_DN4647_c0_g1_i2.p2	TRINITY_DN4647_c0_g1_i2	1	219	-	219	0	0	0	0	0
TRINITY_DN46486_c0_g1_i1.p1	TRINITY_DN46486_c0_g1_i1	1	408	+	408	3	0	0	0	0
TRINITY_DN46487_c0_g1_i1.p2	TRINITY_DN46487_c0_g1_i1	116	295	-	180	0	2	0	0	0
TRINITY_DN46489_c0_g1_i1.p1	TRINITY_DN46489_c0_g1_i1	1	213	+	213	0	1	0	0	0
TRINITY_DN4648_c0_g1_i1.p1	TRINITY_DN4648_c0_g1_i1	2	610	+	609	7	0	0	1	0
TRINITY_DN46495_c0_g1_i1.p1	TRINITY_DN46495_c0_g1_i1	1	255	+	255	2	0	5	4	4
TRINITY_DN46499_c0_g1_i1.p1	TRINITY_DN46499_c0_g1_i1	2	211	-	210	0	0	0	2	0
TRINITY_DN464_c2_g1_i1.p1	TRINITY_DN464_c2_g1_i1	2	223	+	222	4	0	0	1	1
TRINITY_DN46507_c0_g1_i1.p1	TRINITY_DN46507_c0_g1_i1	2	226	-	225	0	0	2	0	0
TRINITY_DN46515_c0_g1_i1.p2	TRINITY_DN46515_c0_g1_i1	3	245	+	243	0	0	0	0	0
TRINITY_DN46542_c0_g1_i1.p1	TRINITY_DN46542_c0_g1_i1	3	179	-	177	0	0	0	0	0
TRINITY_DN46551_c0_g1_i1.p4	TRINITY_DN46551_c0_g1_i1	137	364	-	228	0	0	0	0	0
TRINITY_DN46553_c0_g1_i1.p2	TRINITY_DN46553_c0_g1_i1	3	272	-	270	3	0	0	0	0
TRINITY_DN46555_c0_g1_i1.p2	TRINITY_DN46555_c0_g1_i1	3	215	+	213	0	0	0	1	0
TRINITY_DN46579_c0_g1_i1.p2	TRINITY_DN46579_c0_g1_i1	3	218	+	216	0	0	0	0	0
TRINITY_DN46581_c0_g1_i1.p1	TRINITY_DN46581_c0_g1_i1	1	315	+	315	3	0	0	0	0
TRINITY_DN46584_c0_g1_i1.p3	TRINITY_DN46584_c0_g1_i1	1	240	-	240	0	0	0	1	0
TRINITY_DN46586_c0_g1_i1.p1	TRINITY_DN46586_c0_g1_i1	1	264	+	264	2	0	0	0	0
TRINITY_DN46588_c0_g1_i1.p2	TRINITY_DN46588_c0_g1_i1	3	296	+	294	2	0	0	0	0
TRINITY_DN4658_c0_g1_i3.p1	TRINITY_DN4658_c0_g1_i3	3	386	+	384	6	0	8	0	1
TRINITY_DN46591_c0_g1_i1.p2	TRINITY_DN46591_c0_g1_i1	3	296	-	294	0	1	0	0	0
TRINITY_DN46594_c0_g1_i1.p3	TRINITY_DN46594_c0_g1_i1	3	233	+	231	2	0	0	0	0
TRINITY_DN46595_c0_g1_i1.p1	TRINITY_DN46595_c0_g1_i1	3	251	+	249	0	0	2	0	0
TRINITY_DN46601_c0_g1_i1.p3	TRINITY_DN46601_c0_g1_i1	3	218	+	216	2	0	0	0	0
TRINITY_DN46612_c0_g1_i1.p1	TRINITY_DN46612_c0_g1_i1	2	253	+	252	0	2	0	0	0
TRINITY_DN46615_c0_g1_i1.p1	TRINITY_DN46615_c0_g1_i1	1	225	-	225	1	0	0	0	0
TRINITY_DN46617_c0_g1_i1.p2	TRINITY_DN46617_c0_g1_i1	2	268	-	267	0	0	0	0	0
TRINITY_DN46625_c0_g1_i1.p1	TRINITY_DN46625_c0_g1_i1	3	257	-	255	2	0	0	0	0
TRINITY_DN46628_c0_g1_i1.p4	TRINITY_DN46628_c0_g1_i1	3	206	-	204	2	0	0	0	0
TRINITY_DN46633_c0_g1_i1.p3	TRINITY_DN46633_c0_g1_i1	2	214	+	213	0	0	0	0	1
TRINITY_DN46633_c0_g1_i2.p3	TRINITY_DN46633_c0_g1_i2	3	266	+	264	0	0	0	0	0
TRINITY_DN46643_c0_g1_i1.p2	TRINITY_DN46643_c0_g1_i1	3	206	+	204	2	0	0	0	0
TRINITY_DN46654_c0_g1_i1.p2	TRINITY_DN46654_c0_g1_i1	3	281	-	279	3	0	0	0	0
TRINITY_DN46656_c0_g1_i1.p2	TRINITY_DN46656_c0_g1_i1	3	350	+	348	1	1	0	0	0
TRINITY_DN46663_c0_g1_i1.p3	TRINITY_DN46663_c0_g1_i1	3	206	+	204	3	0	0	0	0
TRINITY_DN46666_c0_g1_i1.p2	TRINITY_DN46666_c0_g1_i1	2	424	-	423	0	0	1	0	0
TRINITY_DN46668_c0_g1_i1.p1	TRINITY_DN46668_c0_g1_i1	2	274	+	273	3	0	0	0	0
TRINITY_DN4666_c0_g1_i1.p2	TRINITY_DN4666_c0_g1_i1	142	339	-	198	0	0	0	0	0
TRINITY_DN46675_c0_g1_i1.p2	TRINITY_DN46675_c0_g1_i1	1	420	-	420	0	0	0	0	3
TRINITY_DN46678_c0_g1_i1.p1	TRINITY_DN46678_c0_g1_i1	2	280	+	279	0	0	0	0	0
TRINITY_DN46682_c0_g1_i1.p4	TRINITY_DN46682_c0_g1_i1	2	223	-	222	4	0	0	0	0
TRINITY_DN46684_c0_g1_i1.p1	TRINITY_DN46684_c0_g1_i1	25	237	+	213	1	0	0	0	0
TRINITY_DN46685_c0_g1_i1.p3	TRINITY_DN46685_c0_g1_i1	2	217	+	216	1	0	0	0	0
TRINITY_DN46686_c0_g1_i1.p2	TRINITY_DN46686_c0_g1_i1	1	231	-	231	0	0	0	0	0
TRINITY_DN4668_c0_g1_i1.p1	TRINITY_DN4668_c0_g1_i1	3	224	-	222	0	0	0	0	3
TRINITY_DN4668_c0_g2_i1.p3	TRINITY_DN4668_c0_g2_i1	20	256	-	237	6	0	0	0	0
TRINITY_DN46691_c0_g1_i1.p2	TRINITY_DN46691_c0_g1_i1	2	244	+	243	0	0	0	0	0
TRINITY_DN46699_c0_g1_i1.p2	TRINITY_DN46699_c0_g1_i1	3	344	-	342	0	0	0	0	0
TRINITY_DN466_c0_g1_i1.p3	TRINITY_DN466_c0_g1_i1	160	375	+	216	0	0	0	0	0
TRINITY_DN46701_c0_g1_i1.p4	TRINITY_DN46701_c0_g1_i1	1	219	-	219	0	0	0	0	0
TRINITY_DN46703_c0_g1_i1.p4	TRINITY_DN46703_c0_g1_i1	3	263	-	261	5	4	0	0	0
TRINITY_DN46709_c0_g1_i1.p3	TRINITY_DN46709_c0_g1_i1	25	225	-	201	3	0	0	0	0
TRINITY_DN46710_c0_g1_i1.p3	TRINITY_DN46710_c0_g1_i1	1	369	-	369	0	0	0	2	0
TRINITY_DN46715_c0_g1_i1.p3	TRINITY_DN46715_c0_g1_i1	3	275	+	273	2	0	1	0	0
TRINITY_DN46717_c0_g1_i1.p2	TRINITY_DN46717_c0_g1_i1	3	281	-	279	2	0	0	0	0
TRINITY_DN46720_c0_g1_i1.p2	TRINITY_DN46720_c0_g1_i1	2	244	-	243	2	0	0	0	0
TRINITY_DN46728_c0_g1_i1.p3	TRINITY_DN46728_c0_g1_i1	3	182	+	180	3	0	0	0	0
TRINITY_DN46729_c0_g1_i1.p3	TRINITY_DN46729_c0_g1_i1	3	254	+	252	0	2	0	0	0
TRINITY_DN46733_c0_g1_i1.p2	TRINITY_DN46733_c0_g1_i1	3	251	+	249	1	0	0	0	0
TRINITY_DN4673_c0_g1_i1.p2	TRINITY_DN4673_c0_g1_i1	3	251	-	249	0	0	0	2	0
TRINITY_DN46745_c0_g1_i1.p3	TRINITY_DN46745_c0_g1_i1	2	229	-	228	0	0	0	0	1
TRINITY_DN46754_c0_g1_i1.p1	TRINITY_DN46754_c0_g1_i1	72	317	-	246	0	0	0	0	1
TRINITY_DN46755_c0_g1_i1.p1	TRINITY_DN46755_c0_g1_i1	3	260	+	258	0	0	0	0	1
TRINITY_DN46758_c0_g1_i1.p4	TRINITY_DN46758_c0_g1_i1	2	217	+	216	0	0	0	0	0
TRINITY_DN46760_c0_g1_i1.p3	TRINITY_DN46760_c0_g1_i1	1	321	-	321	0	1	0	0	0
TRINITY_DN46794_c0_g1_i1.p1	TRINITY_DN46794_c0_g1_i1	2	220	-	219	0	1	0	0	0
TRINITY_DN46801_c0_g1_i1.p1	TRINITY_DN46801_c0_g1_i1	3	242	+	240	0	1	0	0	0
TRINITY_DN46803_c0_g1_i1.p1	TRINITY_DN46803_c0_g1_i1	2	238	+	237	0	1	0	0	0
TRINITY_DN46809_c1_g1_i1.p2	TRINITY_DN46809_c1_g1_i1	2	202	-	201	3	0	0	0	0
TRINITY_DN46810_c0_g1_i1.p2	TRINITY_DN46810_c0_g1_i1	3	461	-	459	4	0	0	1	3
TRINITY_DN46816_c0_g1_i1.p1	TRINITY_DN46816_c0_g1_i1	2	238	+	237	0	0	0	0	0
TRINITY_DN46819_c0_g1_i1.p2	TRINITY_DN46819_c0_g1_i1	2	256	-	255	2	0	0	0	0
TRINITY_DN4681_c2_g1_i1.p1	TRINITY_DN4681_c2_g1_i1	3	203	-	201	1	0	0	0	0
TRINITY_DN46827_c0_g1_i1.p1	TRINITY_DN46827_c0_g1_i1	1	321	-	321	1	0	0	1	0
TRINITY_DN46835_c0_g1_i1.p3	TRINITY_DN46835_c0_g1_i1	2	205	+	204	3	0	0	0	0
TRINITY_DN46843_c0_g1_i1.p2	TRINITY_DN46843_c0_g1_i1	221	403	+	183	0	0	0	0	0
TRINITY_DN46848_c0_g1_i1.p5	TRINITY_DN46848_c0_g1_i1	93	284	+	192	0	0	1	0	0
TRINITY_DN4684_c0_g1_i1.p1	TRINITY_DN4684_c0_g1_i1	1	336	-	336	3	0	0	0	0
TRINITY_DN4684_c0_g2_i1.p3	TRINITY_DN4684_c0_g2_i1	1	231	-	231	3	0	0	0	0
TRINITY_DN46852_c0_g1_i1.p1	TRINITY_DN46852_c0_g1_i1	1	231	-	231	2	0	0	0	0
TRINITY_DN46861_c0_g1_i1.p2	TRINITY_DN46861_c0_g1_i1	1	225	-	225	2	0	0	0	0
TRINITY_DN46866_c0_g1_i1.p3	TRINITY_DN46866_c0_g1_i1	17	205	-	189	2	0	0	0	0
TRINITY_DN46870_c0_g1_i1.p1	TRINITY_DN46870_c0_g1_i1	2	253	-	252	1	0	0	0	0
TRINITY_DN4687_c0_g1_i2.p3	TRINITY_DN4687_c0_g1_i2	338	541	-	204	0	0	0	0	0
TRINITY_DN46882_c0_g1_i1.p3	TRINITY_DN46882_c0_g1_i1	3	272	+	270	2	0	0	0	0
TRINITY_DN46883_c0_g1_i1.p2	TRINITY_DN46883_c0_g1_i1	2	325	-	324	2	0	0	0	0
TRINITY_DN4689_c0_g1_i1.p3	TRINITY_DN4689_c0_g1_i1	1412	1804	-	393	0	0	0	0	0
TRINITY_DN4689_c0_g1_i1.p6	TRINITY_DN4689_c0_g1_i1	557	835	-	279	0	0	0	0	0
TRINITY_DN4689_c0_g1_i1.p7	TRINITY_DN4689_c0_g1_i1	1	237	+	237	0	0	2	0	0
TRINITY_DN46901_c0_g1_i1.p1	TRINITY_DN46901_c0_g1_i1	3	233	+	231	0	0	2	0	0
TRINITY_DN46915_c0_g1_i1.p2	TRINITY_DN46915_c0_g1_i1	2	328	+	327	2	0	0	0	0
TRINITY_DN4691_c0_g1_i1.p2	TRINITY_DN4691_c0_g1_i1	1	231	-	231	2	0	0	1	0
TRINITY_DN4691_c0_g2_i1.p2	TRINITY_DN4691_c0_g2_i1	1	249	-	249	3	0	0	0	0
TRINITY_DN4692_c0_g1_i1.p1	TRINITY_DN4692_c0_g1_i1	2	250	-	249	0	1	0	0	0
TRINITY_DN46930_c0_g1_i1.p1	TRINITY_DN46930_c0_g1_i1	3	224	+	222	3	0	0	0	0
TRINITY_DN46931_c0_g1_i1.p3	TRINITY_DN46931_c0_g1_i1	2	367	+	366	3	0	0	0	0
TRINITY_DN46932_c0_g1_i1.p2	TRINITY_DN46932_c0_g1_i1	2	268	+	267	0	0	0	2	0
TRINITY_DN46934_c0_g1_i1.p2	TRINITY_DN46934_c0_g1_i1	3	257	+	255	1	0	0	0	1
TRINITY_DN46944_c0_g1_i1.p2	TRINITY_DN46944_c0_g1_i1	2	238	+	237	3	0	0	0	0
TRINITY_DN46945_c0_g1_i1.p1	TRINITY_DN46945_c0_g1_i1	2	316	+	315	2	0	0	0	0
TRINITY_DN46947_c0_g1_i1.p2	TRINITY_DN46947_c0_g1_i1	2	217	-	216	0	0	1	0	0
TRINITY_DN46948_c0_g1_i1.p2	TRINITY_DN46948_c0_g1_i1	3	242	+	240	0	0	1	0	0
TRINITY_DN46949_c0_g1_i1.p3	TRINITY_DN46949_c0_g1_i1	1	270	-	270	0	0	0	0	0
TRINITY_DN46957_c0_g1_i1.p1	TRINITY_DN46957_c0_g1_i1	3	212	-	210	2	0	0	0	0
TRINITY_DN46965_c0_g1_i1.p4	TRINITY_DN46965_c0_g1_i1	2	193	+	192	0	0	1	0	0
TRINITY_DN46970_c0_g1_i1.p1	TRINITY_DN46970_c0_g1_i1	1	207	+	207	1	0	0	0	0
TRINITY_DN46980_c0_g1_i1.p2	TRINITY_DN46980_c0_g1_i1	1	258	-	258	1	0	0	0	0
TRINITY_DN46985_c0_g1_i1.p1	TRINITY_DN46985_c0_g1_i1	1	327	-	327	0	0	0	3	0
TRINITY_DN46987_c0_g1_i1.p3	TRINITY_DN46987_c0_g1_i1	3	233	+	231	0	1	0	0	0
